index	block_id	loader_family	x	y	z
455	chipped:fancy_orange_stained_glass	ctm	-34	100	-64
456	chipped:fancy_orange_stained_glass_pane	pane_ctm	-32	100	-64
457	chipped:fancy_packed_mud_pillar	pillar	-30	100	-64
458	chipped:fancy_pink_stained_glass	ctm	-28	100	-64
459	chipped:fancy_pink_stained_glass_pane	pane_ctm	-26	100	-64
460	chipped:fancy_purple_stained_glass	ctm	-24	100	-64
461	chipped:fancy_purple_stained_glass_pane	pane_ctm	-22	100	-64
462	chipped:fancy_red_stained_glass	ctm	-20	100	-64
463	chipped:fancy_red_stained_glass_pane	pane_ctm	-18	100	-64
464	chipped:fancy_white_stained_glass	ctm	-16	100	-64
465	chipped:fancy_white_stained_glass_pane	pane_ctm	-14	100	-64
466	chipped:fancy_yellow_stained_glass	ctm	-12	100	-64
467	chipped:fancy_yellow_stained_glass_pane	pane_ctm	-10	100	-64
468	chipped:fine_amethyst_block_pillar	pillar	-86	100	-62
469	chipped:fine_ancient_debris_pillar	pillar	-84	100	-62
470	chipped:fine_andesite_pillar	pillar	-82	100	-62
471	chipped:fine_basalt_pillar	pillar	-80	100	-62
472	chipped:fine_blackstone_pillar	pillar	-78	100	-62
473	chipped:fine_blue_ice_pillar	pillar	-76	100	-62
474	chipped:fine_borderless_bricks_pillar	pillar	-74	100	-62
475	chipped:fine_bricks_pillar	pillar	-72	100	-62
476	chipped:fine_calcite_pillar	pillar	-70	100	-62
477	chipped:fine_clay_pillar	pillar	-68	100	-62
478	chipped:fine_coal_block_pillar	pillar	-66	100	-62
479	chipped:fine_cobblestone_pillar	pillar	-64	100	-62
480	chipped:fine_crying_obsidian_pillar	pillar	-62	100	-62
481	chipped:fine_dark_prismarine_pillar	pillar	-60	100	-62
482	chipped:fine_deepslate_pillar	pillar	-58	100	-62
483	chipped:fine_diorite_pillar	pillar	-56	100	-62
484	chipped:fine_dirt_pillar	pillar	-54	100	-62
485	chipped:fine_dripstone_block_pillar	pillar	-52	100	-62
486	chipped:fine_end_stone_pillar	pillar	-50	100	-62
487	chipped:fine_gilded_blackstone_pillar	pillar	-48	100	-62
488	chipped:fine_granite_pillar	pillar	-46	100	-62
489	chipped:fine_ice_pillar	pillar	-44	100	-62
490	chipped:fine_lapis_block_pillar	pillar	-42	100	-62
491	chipped:fine_lodestone_pillar	pillar	-40	100	-62
492	chipped:fine_magma_block_pillar	pillar	-38	100	-62
493	chipped:fine_mossy_cobblestone_pillar	pillar	-36	100	-62
494	chipped:fine_mossy_stone_bricks_pillar	pillar	-34	100	-62
495	chipped:fine_mud_bricks_pillar	pillar	-32	100	-62
496	chipped:fine_mud_pillar	pillar	-30	100	-62
497	chipped:fine_nether_bricks_pillar	pillar	-28	100	-62
498	chipped:fine_netherrack_pillar	pillar	-26	100	-62
499	chipped:fine_obsidian_pillar	pillar	-24	100	-62
500	chipped:fine_packed_ice_pillar	pillar	-22	100	-62
501	chipped:fine_packed_mud_pillar	pillar	-20	100	-62
502	chipped:fine_prismarine_pillar	pillar	-18	100	-62
503	chipped:fine_purpur_block_pillar	pillar	-16	100	-62
504	chipped:fine_quartz_block_pillar	pillar	-14	100	-62
505	chipped:fine_raw_copper_block_pillar	pillar	-12	100	-62
506	chipped:fine_raw_gold_block_pillar	pillar	-10	100	-62
507	chipped:fine_raw_iron_block_pillar	pillar	-86	100	-60
508	chipped:fine_red_nether_bricks_pillar	pillar	-84	100	-60
509	chipped:fine_red_sandstone_pillar	pillar	-82	100	-60
510	chipped:fine_redstone_block_pillar	pillar	-80	100	-60
511	chipped:fine_sandstone_pillar	pillar	-78	100	-60
512	chipped:fine_smooth_stone_pillar	pillar	-76	100	-60
513	chipped:fine_snow_block_pillar	pillar	-74	100	-60
514	chipped:fine_stone_pillar	pillar	-72	100	-60
515	chipped:fine_tuff_pillar	pillar	-70	100	-60
516	chipped:framed_acacia_planks	ctm	-68	100	-60
517	chipped:framed_bamboo_planks	ctm	-66	100	-60
518	chipped:framed_birch_planks	ctm	-64	100	-60
519	chipped:framed_cherry_planks	ctm	-62	100	-60
520	chipped:framed_crimson_planks	ctm	-60	100	-60
521	chipped:framed_dark_oak_planks	ctm	-58	100	-60
522	chipped:framed_jungle_planks	ctm	-56	100	-60
523	chipped:framed_mangrove_planks	ctm	-54	100	-60
524	chipped:framed_oak_planks	ctm	-52	100	-60
525	chipped:framed_spruce_planks	ctm	-50	100	-60
526	chipped:framed_warped_planks	ctm	-48	100	-60
527	chipped:granite_prismarine	ctm	-46	100	-60
528	chipped:gray_concrete_panel	ctm	-44	100	-60
529	chipped:gray_concrete_pillar	pillar	-42	100	-60
530	chipped:gray_terracotta_column	pillar	-40	100	-60
531	chipped:gray_terracotta_pillar	pillar	-38	100	-60
532	chipped:green_concrete_panel	ctm	-36	100	-60
533	chipped:green_concrete_pillar	pillar	-34	100	-60
534	chipped:green_terracotta_column	pillar	-32	100	-60
535	chipped:green_terracotta_pillar	pillar	-30	100	-60
536	chipped:grill_black_concrete	ctm	-28	100	-60
537	chipped:grill_blue_concrete	ctm	-26	100	-60
538	chipped:grill_brown_concrete	ctm	-24	100	-60
539	chipped:grill_cyan_concrete	ctm	-22	100	-60
540	chipped:grill_gray_concrete	ctm	-20	100	-60
541	chipped:grill_green_concrete	ctm	-18	100	-60
542	chipped:grill_light_blue_concrete	ctm	-16	100	-60
543	chipped:grill_light_gray_concrete	ctm	-14	100	-60
544	chipped:grill_lime_concrete	ctm	-12	100	-60
545	chipped:grill_magenta_concrete	ctm	-10	100	-60
546	chipped:grill_orange_concrete	ctm	-86	100	-58
547	chipped:grill_pink_concrete	ctm	-84	100	-58
548	chipped:grill_purple_concrete	ctm	-82	100	-58
549	chipped:grill_red_concrete	ctm	-80	100	-58
550	chipped:grill_white_concrete	ctm	-78	100	-58
551	chipped:grill_yellow_concrete	ctm	-76	100	-58
552	chipped:hard_mud	ctm	-74	100	-58
553	chipped:hard_mud_bricks	ctm	-72	100	-58
554	chipped:hard_packed_mud	ctm	-70	100	-58
555	chipped:harsh_quilted_black_carpet	carpet_ctm	-68	100	-58
556	chipped:harsh_quilted_black_wool	ctm	-66	100	-58
557	chipped:harsh_quilted_blue_carpet	carpet_ctm	-64	100	-58
558	chipped:harsh_quilted_blue_wool	ctm	-62	100	-58
559	chipped:harsh_quilted_brown_carpet	carpet_ctm	-60	100	-58
560	chipped:harsh_quilted_brown_wool	ctm	-58	100	-58
561	chipped:harsh_quilted_cyan_carpet	carpet_ctm	-56	100	-58
562	chipped:harsh_quilted_cyan_wool	ctm	-54	100	-58
563	chipped:harsh_quilted_gray_carpet	carpet_ctm	-52	100	-58
564	chipped:harsh_quilted_gray_wool	ctm	-50	100	-58
565	chipped:harsh_quilted_green_carpet	carpet_ctm	-48	100	-58
566	chipped:harsh_quilted_green_wool	ctm	-46	100	-58
567	chipped:harsh_quilted_light_blue_carpet	carpet_ctm	-44	100	-58
568	chipped:harsh_quilted_light_blue_wool	ctm	-42	100	-58
569	chipped:harsh_quilted_light_gray_carpet	carpet_ctm	-40	100	-58
570	chipped:harsh_quilted_light_gray_wool	ctm	-38	100	-58
571	chipped:harsh_quilted_lime_carpet	carpet_ctm	-36	100	-58
572	chipped:harsh_quilted_lime_wool	ctm	-34	100	-58
573	chipped:harsh_quilted_magenta_carpet	carpet_ctm	-32	100	-58
574	chipped:harsh_quilted_magenta_wool	ctm	-30	100	-58
575	chipped:harsh_quilted_orange_carpet	carpet_ctm	-28	100	-58
576	chipped:harsh_quilted_orange_wool	ctm	-26	100	-58
577	chipped:harsh_quilted_pink_carpet	carpet_ctm	-24	100	-58
578	chipped:harsh_quilted_pink_wool	ctm	-22	100	-58
579	chipped:harsh_quilted_purple_carpet	carpet_ctm	-20	100	-58
580	chipped:harsh_quilted_purple_wool	ctm	-18	100	-58
581	chipped:harsh_quilted_red_carpet	carpet_ctm	-16	100	-58
582	chipped:harsh_quilted_red_wool	ctm	-14	100	-58
583	chipped:harsh_quilted_white_carpet	carpet_ctm	-12	100	-58
584	chipped:harsh_quilted_white_wool	ctm	-10	100	-58
585	chipped:harsh_quilted_yellow_carpet	carpet_ctm	-86	100	-56
586	chipped:harsh_quilted_yellow_wool	ctm	-84	100	-56
587	chipped:hexagonical_black_terracotta	ctm	-82	100	-56
588	chipped:hexagonical_blue_terracotta	ctm	-80	100	-56
589	chipped:hexagonical_brown_terracotta	ctm	-78	100	-56
590	chipped:hexagonical_cyan_terracotta	ctm	-76	100	-56
591	chipped:hexagonical_gray_terracotta	ctm	-74	100	-56
592	chipped:hexagonical_green_terracotta	ctm	-72	100	-56
593	chipped:hexagonical_light_blue_terracotta	ctm	-70	100	-56
594	chipped:hexagonical_light_gray_terracotta	ctm	-68	100	-56
595	chipped:hexagonical_lime_terracotta	ctm	-66	100	-56
596	chipped:hexagonical_magenta_terracotta	ctm	-64	100	-56
597	chipped:hexagonical_orange_terracotta	ctm	-62	100	-56
598	chipped:hexagonical_pink_terracotta	ctm	-60	100	-56
599	chipped:hexagonical_purple_terracotta	ctm	-58	100	-56
600	chipped:hexagonical_red_terracotta	ctm	-56	100	-56
601	chipped:hexagonical_terracotta	ctm	-54	100	-56
602	chipped:hexagonical_white_terracotta	ctm	-52	100	-56
603	chipped:hexagonical_yellow_terracotta	ctm	-50	100	-56
604	chipped:inscribed_black_terracotta	giant	-48	100	-56
605	chipped:inscribed_blue_terracotta	giant	-46	100	-56
606	chipped:inscribed_brown_terracotta	giant	-44	100	-56
607	chipped:inscribed_cyan_terracotta	giant	-42	100	-56
608	chipped:inscribed_gray_terracotta	giant	-40	100	-56
609	chipped:inscribed_green_terracotta	giant	-38	100	-56
610	chipped:inscribed_light_blue_terracotta	giant	-36	100	-56
611	chipped:inscribed_light_gray_terracotta	giant	-34	100	-56
612	chipped:inscribed_lime_terracotta	giant	-32	100	-56
613	chipped:inscribed_magenta_terracotta	giant	-30	100	-56
614	chipped:inscribed_orange_terracotta	giant	-28	100	-56
615	chipped:inscribed_pink_terracotta	giant	-26	100	-56
616	chipped:inscribed_purple_terracotta	giant	-24	100	-56
617	chipped:inscribed_red_terracotta	giant	-22	100	-56
618	chipped:inscribed_terracotta	giant	-20	100	-56
619	chipped:inscribed_white_terracotta	giant	-18	100	-56
620	chipped:inscribed_yellow_terracotta	giant	-16	100	-56
621	chipped:jungle_planks_panel	ctm	-14	100	-56
622	chipped:large_mud_bricks_sigil	giant	-12	100	-56
623	chipped:large_mud_sigil	giant	-10	100	-56
624	chipped:large_packed_mud_sigil	giant	-86	100	-54
625	chipped:light_blue_concrete_panel	ctm	-84	100	-54
626	chipped:light_blue_concrete_pillar	pillar	-82	100	-54
627	chipped:light_blue_terracotta_column	pillar	-80	100	-54
628	chipped:light_blue_terracotta_pillar	pillar	-78	100	-54
629	chipped:light_gray_concrete_panel	ctm	-76	100	-54
630	chipped:light_gray_concrete_pillar	pillar	-74	100	-54
631	chipped:light_gray_terracotta_column	pillar	-72	100	-54
632	chipped:light_gray_terracotta_pillar	pillar	-70	100	-54
633	chipped:lime_concrete_panel	ctm	-68	100	-54
634	chipped:lime_concrete_pillar	pillar	-66	100	-54
635	chipped:lime_terracotta_column	pillar	-64	100	-54
636	chipped:lime_terracotta_pillar	pillar	-62	100	-54
637	chipped:loreful_mud	giant	-60	100	-54
638	chipped:loreful_mud_bricks	giant	-58	100	-54
639	chipped:loreful_packed_mud	giant	-56	100	-54
640	chipped:magenta_concrete_panel	ctm	-54	100	-54
641	chipped:magenta_concrete_pillar	pillar	-52	100	-54
642	chipped:magenta_terracotta_column	pillar	-50	100	-54
643	chipped:magenta_terracotta_pillar	pillar	-48	100	-54
644	chipped:mangrove_planks_panel	ctm	-46	100	-54
645	chipped:massive_amethyst_block_bricks	giant	-44	100	-54
646	chipped:massive_ancient_debris_bricks	giant	-42	100	-54
647	chipped:massive_andesite_bricks	giant	-40	100	-54
648	chipped:massive_basalt_bricks	giant	-38	100	-54
649	chipped:massive_blackstone_bricks	giant	-36	100	-54
650	chipped:massive_blue_ice_bricks	giant	-34	100	-54
651	chipped:massive_borderless_bricks_bricks	giant	-32	100	-54
652	chipped:massive_bricks_bricks	giant	-30	100	-54
653	chipped:massive_calcite_bricks	giant	-28	100	-54
654	chipped:massive_clay_bricks	giant	-26	100	-54
655	chipped:massive_coal_block_bricks	giant	-24	100	-54
656	chipped:massive_cobblestone_bricks	giant	-22	100	-54
657	chipped:massive_crying_obsidian_bricks	giant	-20	100	-54
658	chipped:massive_dark_prismarine_bricks	giant	-18	100	-54
659	chipped:massive_deepslate_bricks	giant	-16	100	-54
660	chipped:massive_diorite_bricks	giant	-14	100	-54
661	chipped:massive_dirt_bricks	giant	-12	100	-54
662	chipped:massive_dripstone_block_bricks	giant	-10	100	-54
663	chipped:massive_end_stone_bricks	giant	-86	100	-52
664	chipped:massive_gilded_blackstone_bricks	giant	-84	100	-52
665	chipped:massive_granite_bricks	giant	-82	100	-52
666	chipped:massive_ice_bricks	giant	-80	100	-52
667	chipped:massive_lapis_block_bricks	giant	-78	100	-52
668	chipped:massive_lodestone_bricks	giant	-76	100	-52
669	chipped:massive_magma_block_bricks	giant	-74	100	-52
670	chipped:massive_mossy_cobblestone_bricks	giant	-72	100	-52
671	chipped:massive_mossy_stone_bricks_bricks	giant	-70	100	-52
672	chipped:massive_mud_bricks	giant	-68	100	-52
673	chipped:massive_mud_bricks_bricks	giant	-66	100	-52
674	chipped:massive_nether_bricks_bricks	giant	-64	100	-52
675	chipped:massive_netherrack_bricks	giant	-62	100	-52
676	chipped:massive_obsidian_bricks	giant	-60	100	-52
677	chipped:massive_packed_ice_bricks	giant	-58	100	-52
678	chipped:massive_packed_mud_bricks	giant	-56	100	-52
679	chipped:massive_prismarine_bricks	giant	-54	100	-52
680	chipped:massive_purpur_block_bricks	giant	-52	100	-52
681	chipped:massive_quartz_block_bricks	giant	-50	100	-52
682	chipped:massive_raw_copper_block_bricks	giant	-48	100	-52
683	chipped:massive_raw_gold_block_bricks	giant	-46	100	-52
684	chipped:massive_raw_iron_block_bricks	giant	-44	100	-52
685	chipped:massive_red_nether_bricks_bricks	giant	-42	100	-52
686	chipped:massive_red_sandstone_bricks	giant	-40	100	-52
687	chipped:massive_redstone_block_bricks	giant	-38	100	-52
688	chipped:massive_sandstone_bricks	giant	-36	100	-52
689	chipped:massive_smooth_stone_bricks	giant	-34	100	-52
690	chipped:massive_snow_block_bricks	giant	-32	100	-52
691	chipped:massive_stone_bricks	giant	-30	100	-52
692	chipped:massive_tuff_bricks	giant	-28	100	-52
693	chipped:natural_acacia_planks	ctm	-26	100	-52
694	chipped:natural_bamboo_planks	ctm	-24	100	-52
695	chipped:natural_birch_planks	ctm	-22	100	-52
696	chipped:natural_cherry_planks	ctm	-20	100	-52
697	chipped:natural_crimson_planks	ctm	-18	100	-52
698	chipped:natural_dark_oak_planks	ctm	-16	100	-52
699	chipped:natural_jungle_planks	ctm	-14	100	-52
700	chipped:natural_mangrove_planks	ctm	-12	100	-52
701	chipped:natural_oak_planks	ctm	-10	100	-52
702	chipped:natural_spruce_planks	ctm	-86	100	-50
703	chipped:natural_warped_planks	ctm	-84	100	-50
704	chipped:oak_bared_glass	ctm	-82	100	-50
705	chipped:oak_bared_glass_pane	pane_ctm	-80	100	-50
706	chipped:oak_bordered_glass	ctm	-78	100	-50
707	chipped:oak_bordered_glass_pane	pane_ctm	-76	100	-50
708	chipped:oak_diamond_bordered_glass	ctm	-74	100	-50
709	chipped:oak_diamond_bordered_glass_pane	pane_ctm	-72	100	-50
710	chipped:oak_horizontal_lined_glass	ctm	-70	100	-50
711	chipped:oak_horizontal_lined_glass_pane	pane_ctm	-68	100	-50
712	chipped:oak_large_diamond_glass	ctm	-66	100	-50
713	chipped:oak_large_diamond_glass_pane	pane_ctm	-64	100	-50
714	chipped:oak_line_bared_glass	ctm	-62	100	-50
715	chipped:oak_line_bared_glass_pane	pane_ctm	-60	100	-50
716	chipped:oak_ornate_bared_glass	ctm	-58	100	-50
717	chipped:oak_ornate_bared_glass_pane	pane_ctm	-56	100	-50
718	chipped:oak_planks_panel	ctm	-54	100	-50
719	chipped:oak_woven_glass	ctm	-52	100	-50
720	chipped:oak_woven_glass_pane	pane_ctm	-50	100	-50
721	chipped:orange_concrete_panel	ctm	-48	100	-50
722	chipped:orange_concrete_pillar	pillar	-46	100	-50
723	chipped:orange_terracotta_column	pillar	-44	100	-50
724	chipped:orange_terracotta_pillar	pillar	-42	100	-50
725	chipped:ornate_amethyst_block_pillar	pillar	-40	100	-50
726	chipped:ornate_ancient_debris_pillar	pillar	-38	100	-50
727	chipped:ornate_andesite_pillar	pillar	-36	100	-50
728	chipped:ornate_basalt_pillar	pillar	-34	100	-50
729	chipped:ornate_black_stained_glass	ctm	-32	100	-50
730	chipped:ornate_black_stained_glass_pane	pane_ctm	-30	100	-50
731	chipped:ornate_blackstone_pillar	pillar	-28	100	-50
732	chipped:ornate_blue_ice_pillar	pillar	-26	100	-50
733	chipped:ornate_blue_stained_glass	ctm	-24	100	-50
734	chipped:ornate_blue_stained_glass_pane	pane_ctm	-22	100	-50
735	chipped:ornate_borderless_bricks_pillar	pillar	-20	100	-50
736	chipped:ornate_bricks_pillar	pillar	-18	100	-50
737	chipped:ornate_brown_stained_glass	ctm	-16	100	-50
738	chipped:ornate_brown_stained_glass_pane	pane_ctm	-14	100	-50
739	chipped:ornate_calcite_pillar	pillar	-12	100	-50
740	chipped:ornate_clay_pillar	pillar	-10	100	-50
741	chipped:ornate_coal_block_pillar	pillar	-86	100	-48
742	chipped:ornate_cobblestone_pillar	pillar	-84	100	-48
743	chipped:ornate_crying_obsidian_pillar	pillar	-82	100	-48
744	chipped:ornate_cyan_stained_glass	ctm	-80	100	-48
745	chipped:ornate_cyan_stained_glass_pane	pane_ctm	-78	100	-48
746	chipped:ornate_dark_prismarine_pillar	pillar	-76	100	-48
747	chipped:ornate_deepslate_pillar	pillar	-74	100	-48
748	chipped:ornate_diorite_pillar	pillar	-72	100	-48
749	chipped:ornate_dirt_pillar	pillar	-70	100	-48
750	chipped:ornate_dripstone_block_pillar	pillar	-68	100	-48
751	chipped:ornate_end_stone_pillar	pillar	-66	100	-48
752	chipped:ornate_gilded_blackstone_pillar	pillar	-64	100	-48
753	chipped:ornate_granite_pillar	pillar	-62	100	-48
754	chipped:ornate_gray_stained_glass	ctm	-60	100	-48
755	chipped:ornate_gray_stained_glass_pane	pane_ctm	-58	100	-48
756	chipped:ornate_green_stained_glass	ctm	-56	100	-48
757	chipped:ornate_green_stained_glass_pane	pane_ctm	-54	100	-48
758	chipped:ornate_ice_pillar	pillar	-52	100	-48
759	chipped:ornate_lapis_block_pillar	pillar	-50	100	-48
760	chipped:ornate_leaded_glass	ctm	-48	100	-48
761	chipped:ornate_leaded_glass_pane	pane_ctm	-46	100	-48
762	chipped:ornate_light_blue_stained_glass	ctm	-44	100	-48
763	chipped:ornate_light_blue_stained_glass_pane	pane_ctm	-42	100	-48
764	chipped:ornate_light_gray_stained_glass	ctm	-40	100	-48
765	chipped:ornate_light_gray_stained_glass_pane	pane_ctm	-38	100	-48
766	chipped:ornate_lime_stained_glass	ctm	-36	100	-48
767	chipped:ornate_lime_stained_glass_pane	pane_ctm	-34	100	-48
768	chipped:ornate_lodestone_pillar	pillar	-32	100	-48
769	chipped:ornate_magenta_stained_glass	ctm	-30	100	-48
770	chipped:ornate_magenta_stained_glass_pane	pane_ctm	-28	100	-48
771	chipped:ornate_magma_block_pillar	pillar	-26	100	-48
772	chipped:ornate_mossy_cobblestone_pillar	pillar	-24	100	-48
773	chipped:ornate_mossy_stone_bricks_pillar	pillar	-22	100	-48
774	chipped:ornate_mud_bricks_pillar	pillar	-20	100	-48
775	chipped:ornate_mud_pillar	pillar	-18	100	-48
776	chipped:ornate_nether_bricks_pillar	pillar	-16	100	-48
777	chipped:ornate_netherrack_pillar	pillar	-14	100	-48
778	chipped:ornate_obsidian_pillar	pillar	-12	100	-48
779	chipped:ornate_orange_stained_glass	ctm	-10	100	-48
780	chipped:ornate_orange_stained_glass_pane	pane_ctm	-86	100	-46
781	chipped:ornate_packed_ice_pillar	pillar	-84	100	-46
782	chipped:ornate_packed_mud_pillar	pillar	-82	100	-46
783	chipped:ornate_pink_stained_glass	ctm	-80	100	-46
784	chipped:ornate_pink_stained_glass_pane	pane_ctm	-78	100	-46
785	chipped:ornate_prismarine_pillar	pillar	-76	100	-46
786	chipped:ornate_purple_stained_glass	ctm	-74	100	-46
787	chipped:ornate_purple_stained_glass_pane	pane_ctm	-72	100	-46
788	chipped:ornate_purpur_block_pillar	pillar	-70	100	-46
789	chipped:ornate_quartz_block_pillar	pillar	-68	100	-46
790	chipped:ornate_raw_copper_block_pillar	pillar	-66	100	-46
791	chipped:ornate_raw_gold_block_pillar	pillar	-64	100	-46
792	chipped:ornate_raw_iron_block_pillar	pillar	-62	100	-46
793	chipped:ornate_red_nether_bricks_pillar	pillar	-60	100	-46
794	chipped:ornate_red_sandstone_pillar	pillar	-58	100	-46
795	chipped:ornate_red_stained_glass	ctm	-56	100	-46
796	chipped:ornate_red_stained_glass_pane	pane_ctm	-54	100	-46
797	chipped:ornate_redstone_block_pillar	pillar	-52	100	-46
798	chipped:ornate_sandstone_pillar	pillar	-50	100	-46
799	chipped:ornate_smooth_stone_pillar	pillar	-48	100	-46
800	chipped:ornate_snow_block_pillar	pillar	-46	100	-46
801	chipped:ornate_stone_pillar	pillar	-44	100	-46
802	chipped:ornate_tuff_pillar	pillar	-42	100	-46
803	chipped:ornate_white_stained_glass	ctm	-40	100	-46
804	chipped:ornate_white_stained_glass_pane	pane_ctm	-38	100	-46
805	chipped:ornate_yellow_stained_glass	ctm	-36	100	-46
806	chipped:ornate_yellow_stained_glass_pane	pane_ctm	-34	100	-46
807	chipped:overlapping_amethyst_block_tiles	ctm	-32	100	-46
808	chipped:overlapping_ancient_debris_tiles	ctm	-30	100	-46
809	chipped:overlapping_andesite_tiles	ctm	-28	100	-46
810	chipped:overlapping_basalt_tiles	ctm	-26	100	-46
811	chipped:overlapping_blackstone_tiles	ctm	-24	100	-46
812	chipped:overlapping_blue_ice_tiles	ctm	-22	100	-46
813	chipped:overlapping_borderless_bricks_tiles	ctm	-20	100	-46
814	chipped:overlapping_bricks_tiles	ctm	-18	100	-46
815	chipped:overlapping_calcite_tiles	ctm	-16	100	-46
816	chipped:overlapping_clay_tiles	ctm	-14	100	-46
817	chipped:overlapping_coal_block_tiles	ctm	-12	100	-46
818	chipped:overlapping_cobblestone_tiles	ctm	-10	100	-46
819	chipped:overlapping_crying_obsidian_tiles	ctm	-86	100	-44
820	chipped:overlapping_dark_prismarine_tiles	ctm	-84	100	-44
821	chipped:overlapping_deepslate_tiles	ctm	-82	100	-44
822	chipped:overlapping_diorite_tiles	ctm	-80	100	-44
823	chipped:overlapping_dirt_tiles	ctm	-78	100	-44
824	chipped:overlapping_dripstone_block_tiles	ctm	-76	100	-44
825	chipped:overlapping_end_stone_tiles	ctm	-74	100	-44
826	chipped:overlapping_gilded_blackstone_tiles	ctm	-72	100	-44
827	chipped:overlapping_granite_tiles	ctm	-70	100	-44
828	chipped:overlapping_ice_tiles	ctm	-68	100	-44
829	chipped:overlapping_lapis_block_tiles	ctm	-66	100	-44
830	chipped:overlapping_lodestone_tiles	ctm	-64	100	-44
831	chipped:overlapping_magma_block_tiles	ctm	-62	100	-44
832	chipped:overlapping_mossy_cobblestone_tiles	ctm	-60	100	-44
833	chipped:overlapping_mossy_stone_bricks_tiles	ctm	-58	100	-44
834	chipped:overlapping_mud_bricks_tiles	ctm	-56	100	-44
835	chipped:overlapping_mud_tiles	ctm	-54	100	-44
836	chipped:overlapping_nether_bricks_tiles	ctm	-52	100	-44
837	chipped:overlapping_netherrack_tiles	ctm	-50	100	-44
838	chipped:overlapping_obsidian_tiles	ctm	-48	100	-44
839	chipped:overlapping_packed_ice_tiles	ctm	-46	100	-44
840	chipped:overlapping_packed_mud_tiles	ctm	-44	100	-44
841	chipped:overlapping_prismarine_tiles	ctm	-42	100	-44
842	chipped:overlapping_purpur_block_tiles	ctm	-40	100	-44
843	chipped:overlapping_quartz_block_tiles	ctm	-38	100	-44
844	chipped:overlapping_raw_copper_block_tiles	ctm	-36	100	-44
845	chipped:overlapping_raw_gold_block_tiles	ctm	-34	100	-44
846	chipped:overlapping_raw_iron_block_tiles	ctm	-32	100	-44
847	chipped:overlapping_red_nether_bricks_tiles	ctm	-30	100	-44
848	chipped:overlapping_red_sandstone_tiles	ctm	-28	100	-44
849	chipped:overlapping_redstone_block_tiles	ctm	-26	100	-44
850	chipped:overlapping_sandstone_tiles	ctm	-24	100	-44
851	chipped:overlapping_smooth_stone_tiles	ctm	-22	100	-44
852	chipped:overlapping_snow_block_tiles	ctm	-20	100	-44
853	chipped:overlapping_stone_tiles	ctm	-18	100	-44
854	chipped:overlapping_tuff_tiles	ctm	-16	100	-44
855	chipped:pegged_acacia_planks	ctm	-14	100	-44
856	chipped:pegged_birch_planks	ctm	-12	100	-44
857	chipped:pegged_black_concrete	ctm	-10	100	-44
858	chipped:pegged_blue_concrete	ctm	-86	100	-42
859	chipped:pegged_brown_concrete	ctm	-84	100	-42
860	chipped:pegged_cherry_planks	ctm	-82	100	-42
861	chipped:pegged_crimson_planks	ctm	-80	100	-42
862	chipped:pegged_cyan_concrete	ctm	-78	100	-42
863	chipped:pegged_dark_oak_planks	ctm	-76	100	-42
864	chipped:pegged_gray_concrete	ctm	-74	100	-42
865	chipped:pegged_green_concrete	ctm	-72	100	-42
866	chipped:pegged_jungle_planks	ctm	-70	100	-42
867	chipped:pegged_light_blue_concrete	ctm	-68	100	-42
868	chipped:pegged_light_gray_concrete	ctm	-66	100	-42
869	chipped:pegged_lime_concrete	ctm	-64	100	-42
870	chipped:pegged_magenta_concrete	ctm	-62	100	-42
871	chipped:pegged_mangrove_planks	ctm	-60	100	-42
872	chipped:pegged_oak_planks	ctm	-58	100	-42
873	chipped:pegged_orange_concrete	ctm	-56	100	-42
874	chipped:pegged_pink_concrete	ctm	-54	100	-42
875	chipped:pegged_purple_concrete	ctm	-52	100	-42
876	chipped:pegged_red_concrete	ctm	-50	100	-42
877	chipped:pegged_spruce_planks	ctm	-48	100	-42
878	chipped:pegged_warped_planks	ctm	-46	100	-42
879	chipped:pegged_white_concrete	ctm	-44	100	-42
880	chipped:pegged_yellow_concrete	ctm	-42	100	-42
881	chipped:pink_concrete_panel	ctm	-40	100	-42
882	chipped:pink_concrete_pillar	pillar	-38	100	-42
883	chipped:pink_terracotta_column	pillar	-36	100	-42
884	chipped:pink_terracotta_pillar	pillar	-34	100	-42
885	chipped:polished_amethyst_block	ctm	-32	100	-42
886	chipped:polished_ancient_debris	ctm	-30	100	-42
887	chipped:polished_andesite	ctm	-28	100	-42
888	chipped:polished_basalt	ctm	-26	100	-42
889	chipped:polished_blackstone	ctm	-24	100	-42
890	chipped:polished_blue_ice	ctm	-22	100	-42
891	chipped:polished_borderless_bricks	ctm	-20	100	-42
892	chipped:polished_bricks	ctm	-18	100	-42
893	chipped:polished_calcite	ctm	-16	100	-42
894	chipped:polished_clay	ctm	-14	100	-42
895	chipped:polished_coal_block	ctm	-12	100	-42
896	chipped:polished_cobblestone	ctm	-10	100	-42
897	chipped:polished_crying_obsidian	ctm	-86	100	-40
898	chipped:polished_dark_prismarine	ctm	-84	100	-40
899	chipped:polished_deepslate	ctm	-82	100	-40
900	chipped:polished_diorite	ctm	-80	100	-40
901	chipped:polished_dirt	ctm	-78	100	-40
902	chipped:polished_dripstone_block	ctm	-76	100	-40
903	chipped:polished_end_stone	ctm	-74	100	-40
904	chipped:polished_gilded_blackstone	ctm	-72	100	-40
905	chipped:polished_granite	ctm	-70	100	-40
